# OUT_OF_SCOPE — série de valores, não entra na skill.
# Manutenção separada (regra 4 de 01-plano-extracao.md). Aqui só como
# evidência de conferência contra a tabela mantida à parte.
# documento=manual-de-calculo-trabalhista_2016-1.pdf emissor=TRT-3, Secretaria de Cálculos Judiciais, julho/2016 offset_paginacao=0
# 'serie' = ano, 'chave' = mês. Dois quadros na mesma página:
#   taxa-selic-mensal            — taxa do mês, tributos federais
#   selic-acumulada-ate-maio-2016 — acumulado da competência à vigência
# Zeros em meses posteriores à edição (maio/2016) são do original.
# tipo do indexador (R3): Selic=percentual — reclassificada no BLOCO 19, que
#   RETIROU o valor 'englobante' do vocabulário de tipo_indexador.
#   A Selic ENGLOBA correção e juros: isso segue VERDADEIRO, é FATO DE R1 e
#   vive no campo 'engloba' das cadeias, que não mudou. O que mudou foi só a
#   CLASSE DE R3 — 'englobante' ali era erro de categoria e deixava a Selic
#   cega para a comparação de defasagem, embora ela tenha defasagem.
# Fonte de cada classificacao: skills/calculo-judicial-atualizacao/regras/indexadores-tipo-catalogo.json
pagina_pdf,item,serie,chave,valor,quadro
468,18.15,2000,julho,"205,36",selic-acumulada-ate-maio-2016
468,18.15,2001,julho,"190,17",selic-acumulada-ate-maio-2016
468,18.15,2002,julho,"173,03",selic-acumulada-ate-maio-2016
468,18.15,2003,julho,"151,92",selic-acumulada-ate-maio-2016
468,18.15,2004,julho,"135,46",selic-acumulada-ate-maio-2016
468,18.15,2005,julho,"118,84",selic-acumulada-ate-maio-2016
468,18.15,2006,julho,"102,71",selic-acumulada-ate-maio-2016
468,18.15,2007,julho,"90,44",selic-acumulada-ate-maio-2016
468,18.15,2008,julho,"79,66",selic-acumulada-ate-maio-2016
468,18.15,2009,julho,"68,18",selic-acumulada-ate-maio-2016
468,18.15,2010,julho,"59,64",selic-acumulada-ate-maio-2016
468,18.15,2011,julho,"48,97",selic-acumulada-ate-maio-2016
468,18.15,2012,julho,"39,08",selic-acumulada-ate-maio-2016
468,18.15,2013,julho,"31,96",selic-acumulada-ate-maio-2016
468,18.15,2014,julho,"22,35",selic-acumulada-ate-maio-2016
468,18.15,2015,julho,"10,83",selic-acumulada-ate-maio-2016
468,18.15,2016,julho,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,agosto,"322,70",selic-acumulada-ate-maio-2016
468,18.15,1996,agosto,"293,52",selic-acumulada-ate-maio-2016
468,18.15,1997,agosto,"273,08",selic-acumulada-ate-maio-2016
468,18.15,1998,agosto,"248,69",selic-acumulada-ate-maio-2016
468,18.15,1999,agosto,"221,07",selic-acumulada-ate-maio-2016
468,18.15,2000,agosto,"203,95",selic-acumulada-ate-maio-2016
468,18.15,2001,agosto,"188,57",selic-acumulada-ate-maio-2016
468,18.15,2002,agosto,"171,59",selic-acumulada-ate-maio-2016
468,18.15,2003,agosto,"150,15",selic-acumulada-ate-maio-2016
468,18.15,2004,agosto,"134,17",selic-acumulada-ate-maio-2016
468,18.15,2005,agosto,"117,18",selic-acumulada-ate-maio-2016
468,18.15,2006,agosto,"101,45",selic-acumulada-ate-maio-2016
468,18.15,2007,agosto,"89,45",selic-acumulada-ate-maio-2016
468,18.15,2008,agosto,"78,64",selic-acumulada-ate-maio-2016
468,18.15,2009,agosto,"67,49",selic-acumulada-ate-maio-2016
468,18.15,2010,agosto,"58,75",selic-acumulada-ate-maio-2016
468,18.15,2011,agosto,"47,90",selic-acumulada-ate-maio-2016
468,18.15,2012,agosto,"38,39",selic-acumulada-ate-maio-2016
468,18.15,2013,agosto,"31,25",selic-acumulada-ate-maio-2016
468,18.15,2014,agosto,"21,48",selic-acumulada-ate-maio-2016
468,18.15,2015,agosto,"9,72",selic-acumulada-ate-maio-2016
468,18.15,2016,agosto,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,setembro,"319,38",selic-acumulada-ate-maio-2016
468,18.15,1996,setembro,"291,62",selic-acumulada-ate-maio-2016
468,18.15,1997,setembro,"271,49",selic-acumulada-ate-maio-2016
468,18.15,1998,setembro,"246,20",selic-acumulada-ate-maio-2016
468,18.15,1999,setembro,"219,58",selic-acumulada-ate-maio-2016
468,18.15,2000,setembro,"202,73",selic-acumulada-ate-maio-2016
468,18.15,2001,setembro,"187,25",selic-acumulada-ate-maio-2016
468,18.15,2002,setembro,"170,21",selic-acumulada-ate-maio-2016
468,18.15,2003,setembro,"148,47",selic-acumulada-ate-maio-2016
468,18.15,2004,setembro,"132,92",selic-acumulada-ate-maio-2016
468,18.15,2005,setembro,"115,68",selic-acumulada-ate-maio-2016
468,18.15,2006,setembro,"100,39",selic-acumulada-ate-maio-2016
468,18.15,2007,setembro,"88,65",selic-acumulada-ate-maio-2016
468,18.15,2008,setembro,"77,54",selic-acumulada-ate-maio-2016
468,18.15,2009,setembro,"66,80",selic-acumulada-ate-maio-2016
468,18.15,2010,setembro,"57,90",selic-acumulada-ate-maio-2016
468,18.15,2011,setembro,"46,96",selic-acumulada-ate-maio-2016
468,18.15,2012,setembro,"37,85",selic-acumulada-ate-maio-2016
468,18.15,2013,setembro,"30,54",selic-acumulada-ate-maio-2016
468,18.15,2014,setembro,"20,57",selic-acumulada-ate-maio-2016
468,18.15,2015,setembro,"8,61",selic-acumulada-ate-maio-2016
468,18.15,2016,setembro,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,outubro,"316,29",selic-acumulada-ate-maio-2016
468,18.15,1996,outubro,"289,76",selic-acumulada-ate-maio-2016
468,18.15,1997,outubro,"269,82",selic-acumulada-ate-maio-2016
468,18.15,1998,outubro,"243,26",selic-acumulada-ate-maio-2016
468,18.15,1999,outubro,"218,20",selic-acumulada-ate-maio-2016
468,18.15,2000,outubro,"201,44",selic-acumulada-ate-maio-2016
468,18.15,2001,outubro,"185,72",selic-acumulada-ate-maio-2016
468,18.15,2002,outubro,"168,56",selic-acumulada-ate-maio-2016
468,18.15,2003,outubro,"146,83",selic-acumulada-ate-maio-2016
468,18.15,2004,outubro,"131,71",selic-acumulada-ate-maio-2016
468,18.15,2005,outubro,"114,27",selic-acumulada-ate-maio-2016
468,18.15,2006,outubro,"99,30",selic-acumulada-ate-maio-2016
468,18.15,2007,outubro,"87,72",selic-acumulada-ate-maio-2016
468,18.15,2008,outubro,"76,36",selic-acumulada-ate-maio-2016
468,18.15,2009,outubro,"66,11",selic-acumulada-ate-maio-2016
468,18.15,2010,outubro,"57,09",selic-acumulada-ate-maio-2016
468,18.15,2011,outubro,"46,08",selic-acumulada-ate-maio-2016
468,18.15,2012,outubro,"37,24",selic-acumulada-ate-maio-2016
468,18.15,2013,outubro,"29,73",selic-acumulada-ate-maio-2016
468,18.15,2014,outubro,"19,62",selic-acumulada-ate-maio-2016
468,18.15,2015,outubro,"7,50",selic-acumulada-ate-maio-2016
468,18.15,2016,outubro,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,novembro,"313,41",selic-acumulada-ate-maio-2016
468,18.15,1996,novembro,"287,96",selic-acumulada-ate-maio-2016
468,18.15,1997,novembro,"266,78",selic-acumulada-ate-maio-2016
468,18.15,1998,novembro,"240,63",selic-acumulada-ate-maio-2016
468,18.15,1999,novembro,"216,81",selic-acumulada-ate-maio-2016
468,18.15,2000,novembro,"200,22",selic-acumulada-ate-maio-2016
468,18.15,2001,novembro,"184,33",selic-acumulada-ate-maio-2016
468,18.15,2002,novembro,"167,02",selic-acumulada-ate-maio-2016
468,18.15,2003,novembro,"145,49",selic-acumulada-ate-maio-2016
468,18.15,2004,novembro,"130,46",selic-acumulada-ate-maio-2016
468,18.15,2005,novembro,"112,89",selic-acumulada-ate-maio-2016
468,18.15,2006,novembro,"98,28",selic-acumulada-ate-maio-2016
468,18.15,2007,novembro,"86,88",selic-acumulada-ate-maio-2016
468,18.15,2008,novembro,"75,34",selic-acumulada-ate-maio-2016
468,18.15,2009,novembro,"65,45",selic-acumulada-ate-maio-2016
468,18.15,2010,novembro,"56,28",selic-acumulada-ate-maio-2016
468,18.15,2011,novembro,"45,22",selic-acumulada-ate-maio-2016
468,18.15,2012,novembro,"36,69",selic-acumulada-ate-maio-2016
468,18.15,2013,novembro,"29,01",selic-acumulada-ate-maio-2016
468,18.15,2014,novembro,"18,78",selic-acumulada-ate-maio-2016
468,18.15,2015,novembro,"6,44",selic-acumulada-ate-maio-2016
468,18.15,2016,novembro,"0,00",selic-acumulada-ate-maio-2016
468,18.15,1995,dezembro,"310,63",selic-acumulada-ate-maio-2016
468,18.15,1996,dezembro,"286,16",selic-acumulada-ate-maio-2016
468,18.15,1997,dezembro,"263,81",selic-acumulada-ate-maio-2016
468,18.15,1998,dezembro,"238,23",selic-acumulada-ate-maio-2016
468,18.15,1999,dezembro,"215,21",selic-acumulada-ate-maio-2016
468,18.15,2000,dezembro,"199,02",selic-acumulada-ate-maio-2016
468,18.15,2001,dezembro,"182,94",selic-acumulada-ate-maio-2016
468,18.15,2002,dezembro,"165,28",selic-acumulada-ate-maio-2016
468,18.15,2003,dezembro,"144,12",selic-acumulada-ate-maio-2016
468,18.15,2004,dezembro,"128,98",selic-acumulada-ate-maio-2016
468,18.15,2005,dezembro,"111,42",selic-acumulada-ate-maio-2016
468,18.15,2006,dezembro,"97,29",selic-acumulada-ate-maio-2016
468,18.15,2007,dezembro,"86,04",selic-acumulada-ate-maio-2016
468,18.15,2008,dezembro,"74,22",selic-acumulada-ate-maio-2016
468,18.15,2009,dezembro,"64,72",selic-acumulada-ate-maio-2016
468,18.15,2010,dezembro,"55,35",selic-acumulada-ate-maio-2016
468,18.15,2011,dezembro,"44,31",selic-acumulada-ate-maio-2016
468,18.15,2012,dezembro,"36,14",selic-acumulada-ate-maio-2016
468,18.15,2013,dezembro,"28,22",selic-acumulada-ate-maio-2016
468,18.15,2014,dezembro,"17,82",selic-acumulada-ate-maio-2016
468,18.15,2015,dezembro,"5,28",selic-acumulada-ate-maio-2016
468,18.15,2016,dezembro,"0,00",selic-acumulada-ate-maio-2016
